case_id,label,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
1,joint_minus,beta_annual,0.9957294031845191,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
1,joint_minus,kappa_fert,2.238195772180536,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,joint_minus,kappa_fert_continuation,1.7322301491336538,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,joint_minus,chi,1.0447481691265725,0.1,5.0,log,True,estimated_free_transition_parameter,False
1,joint_minus,H0,14.535717947625159,0.2,80.0,log,True,estimated_free_transition_parameter,False
1,joint_minus,theta0,0.5557589336583452,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,joint_minus,theta1,0.10613495044093449,0.02,16.0,log,True,estimated_free_transition_parameter,True
1,joint_minus,hbar_child_rooms,0.23289841116220328,0.1,1.8,log,True,estimated_free_transition_parameter,False
1,joint_minus,first_birth_fixed_cost,4.540285143086607,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,joint_minus,hbar_first_child_jump,0.6006848485093815,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
1,joint_minus,psi_child_change_2023,-0.3273390564208588,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
1,joint_minus,psi_child_2007,0.30087533088716095,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
1,joint_minus,psi_child_2023,-0.026463725533697857,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
1,joint_minus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
1,joint_minus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,joint_plus,beta_annual,0.9957481028607122,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
2,joint_plus,kappa_fert,2.2272776472202933,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,joint_plus,kappa_fert_continuation,1.7407215490503856,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,joint_plus,chi,1.04219686508978,0.1,5.0,log,True,estimated_free_transition_parameter,False
2,joint_plus,H0,14.59025138786103,0.2,80.0,log,True,estimated_free_transition_parameter,False
2,joint_plus,theta0,0.5531263449654853,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
2,joint_plus,theta1,0.10657929734316227,0.02,16.0,log,True,estimated_free_transition_parameter,True
2,joint_plus,hbar_child_rooms,0.23247806408250452,0.1,1.8,log,True,estimated_free_transition_parameter,False
2,joint_plus,first_birth_fixed_cost,4.547821764239695,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
2,joint_plus,hbar_first_child_jump,0.5993155421156183,0.0,2.0,softzero,True,estimated_free_transition_parameter,False
2,joint_plus,psi_child_change_2023,-0.3264227999332593,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
2,joint_plus,psi_child_2007,0.2986675688691904,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
2,joint_plus,psi_child_2023,-0.027755231064068908,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
2,joint_plus,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,joint_plus,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
